number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_excerpt ;compiler;place_of_edition;year_of_edition;edition ;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
2441;б/а;;Счастливый улов;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2442;Майков А.Н.;м;Сенокос;;поэзия;1856;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2443;Замойский П.И.;м;Лучок;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2444;Жадовская Ю.В.;ж;Нива;;поэзия;1847;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2445;Ушинский К.Д.;м;Новый хлеб;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2446;б/а;;Загуляли серпы;;поэзия;;стихотворение;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2447;Тургенев И.С.;м;Бежин луг;В ночное;проза;1851;повесть;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2448;Плещеев А.Н.;м;Старик;Старик-лесник;поэзия;1877;стихотворение;да;да;У лесной опушки домик небольшой;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2449;б/а;;Недовольное деревцо;;проза;;басня;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2450;Чириков Е.Н.;м;Ранние всходы;Купанье;проза;1903;рассказ;нет;да;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2451;Черный А.;м;Что кому нравится;;поэзия;1921;стихотворение;да;да;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2452;б/а;;Когда это бывает?;;поэзия;;;;;Тает снежок;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2453;б/а;;Времена года;;поэзия;;стихотворение;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2454;Даль В.И.;м;Старик-годовик;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2455;Насимович А.Ф.;м;Круглый год;;поэзия;;стихотворение;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2456;б/а;;Ильюшины думы;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2457;б/а;;Солнце, снег и ветер;;проза;;сказка;нет;да;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2458;Пушкин А.С.;м;Сказка о мертвой царевне и о семи богатырях;Свет наш солнышко;поэзия;1834;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2459;Пушкин А.С.;м;Сказка о мертвой царевне и о семи богатырях;Месяц, Месяц;поэзия;1834;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2460;Пушкин А.С.;м;Сказка о мертвой царевне и о семи богатырях;Ветер, ветер;поэзия;1834;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2461;б/а;;Лес и ручей;;;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2462;Морозов Н.А.;м;Капелька;;поэзия;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2463;Пожарова М.А.;ж;Солнечные зайчики;;поэзия;1924;стихотворение;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2464;Ушинский К.Д.;м;Утренник лучи;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2465;Пушкин А.С.;м;Вишня;Утро;поэзия;1813;стихотворение;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2466;Толстой А.К.;м;Клоник к лени полдень жгучий;Полдень;поэзия;1856;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2467;б/а;;Ночь;;поэзия;;стихотворение;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2468;б/а;;Звезды;;поэзия;;песня;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2469;б/а;;Часы;;поэзия;;стихотворение;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2470;Полонская Е.Г.;ж;Деревенские часы;;поэзия;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2471;б/а;;Город;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2472;б/а;;Город;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2473;б/а;;Городской дом;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2474;б/а;;На улице;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2475;б/а;;Фонарщик;;поэзия;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2476;Чумаченко А.А.;ж;На фабрике;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2477;Маршак С.Я.;м;Почтальон;;поэзия;1927;стихотворение;нет;нет;Кто стучится в двери ко мне;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2478;б/а;;На чем скорее;;поэзия;;стихотворение;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2479;Яковлев А.;м;Первый поезд;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2480;Яковлев А.;м;Здесь и там;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2481;б/а;;Кто умнее;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2482;б/а;;Поездка в город;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2483;Тараховская Е.Я.;ж;Город и деревня;;поэзия;;стихотворение;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2484;Шмидт;м;Рынок;;поэзия;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2485;б/а;;Город из кубиков;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2486;Жуковский В.А.;м;Мальчик с пальчик;;поэзия;1851;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2487;б/а;;Козлята и волк;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2488;б/а;;Лиса и журавль;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2489;б/а;;Лиса и козел;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2490;б/а;;Кот и петух;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2491;б/а;;Козлы-молодцы;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2492;б/а;;Лисичка-сестричка и волк;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2493;б/а;;Зимовье зверей;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2494;б/а;;Колобок;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2495;б/а;;Кто кого испугался;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2496;б/а;;Медведь и девочка;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2497;б/а;;Три желанья;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2498;б/а;;Снегурочка;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2499;б/а;;Сивка-бурка;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2500;Пушкин А.С.;м;Сказка о рыбаке и рыбке;;поэзия;1833;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1936;2;начальные классы;книга для чтения;I;;Тихоницкий_Е.А.Андреева_Максимович.Ч.1_1936
2501;Плещеев А.Н.;м;Зимний вечер;В кругу родных;поэзия;1872;стихотворение;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2502;б/а;;Мама огорчается;;проза;;;;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2503;Плещеев А.Н.;м;Мать и дитя;;поэзия;1872;стихотворение;да;да;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2504;Блок А.А.;м;Колыбельная песня;;поэзия;;стихотворение;;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2505;Горбунова Е.;ж;Дома;;проза;;;;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2506;б/а;;Сорвем в саду по цветку;Народная песенка;поэзия;;песня;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2507;Толстой Л.Н.;м;Отец и сыновья;;проза;1875;басня;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2508;Плещеев А.Н.;м;Из жизни;В семье;поэзия;1873;стихотворение;нет;нет;Из школы дети возвратились, как разрумянил их мороз!;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2509;б/а;;Обед;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2510;б/а;;Не будет и скуки, как заняты руки;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2511;б/а;;Где вы были?;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2512;Толстой Л.Н.;м;Как Ваня спас братишку;;проза;1875;рассказ;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2513;Толстой Л.Н.;м;Знание лучше богатство;;проза;1875;рассказ;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2514;Мельников-Печерский П.И.;м;В лесах;Сиротка Груня;проза;1874;роман;нет;да;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;Слова изменены, пересказ;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2515;Суриков И.З.;м;Бабушка Маланья;;поэзия;1877;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2516;Фет А.А.;м;Дома;;поэзия;1842;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2517;Толстой Л.Н.;м;Сережа и чиж;;проза;1875;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2518;б/а;;В сумреках;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2519;Чириков Е.Н.;м;Ранние всходы;Война с крапивой;проза;1903;рассказ;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2520;Плещеев А.Н.;м;Бабушка и внучек;;поэзия;1878;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2521;Плещеев А.Н.;м;Ученье свет;;поэзия;;стихотворение;да;нет;Солнышко блеснуло в мерзлое окно;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2522;Егоров Я.Е.;м;В школу;;поэзия;1905;стихотворение;да;нет;Хмурой осенью;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2523;Мамин-Сибиряк Д.Н.;м;Весенние грозы;Утро в школе;проза;1893;роман;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2524;Мамин-Сибиряк Д.Н.;м;Весенние грозы;Редкий гость;проза;1893;роман;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2525;Ремизов А.М.;м;Оля;Оля-грамотей;проза;1927;повесть;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2526;Ремизов А.М.;м;Оля;Оля хочет быть доктором;проза;1927;повесть;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2527;Вьюгова С.;ж;Сочинение;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2528;б/а;;Егор Артельный;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2529;Крылов И.А.;м;Зеркало и обезьяна;;поэзия;1816;басня;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2530;б/а;;Доктор в школе;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2531;Лукашевич К.В.;м;У больного учителя;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2532;Крылов И.А.;м;Мартышка и очки;;поэзия;1815;басня;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2533;Радич;м;Письмо учительнице;;проза;;письмо;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2534;Ушинский К.Д.;м;Бодливая корова;;проза;;рассказ;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2535;б/а;;Милости просим;;проза;;сказка;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2536;б/а;;Веселье;;поэзия;;песня;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2537;Ушинский К.Д.;м;Орел и кошка;;проза;;рассказ;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2538;б/а;;Вперед не загадывай;;проза;;рассказ;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2539;Пожарова М.А.;ж;Кто это?;;поэзия;;;;;уж я пожужжу;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2540;Шведер Е.И.;м;Добрая галка;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2541;Сысоев;м;Чик-чирик;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2542;б/а;;Слепой дедушка;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2543;Некрасов Н.А.;м;Кому на Руси жить хорошо?;Банька;поэзия;1874;поэма;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2544;Плещеев А.Н.;м;Мой садик;;поэзия;1858;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2545;Толстой Л.Н.;м;Старик и яблони;;проза;1875;рассказ;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2546;Толстой Л.Н.;м;Садовник и сыновья;;проза;1875;рассказ;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2547;К.Р. (Константин Романов);м;Я нарву вам цветов;;поэзия;1884;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2548;Соколов-Микитов И.С.;м;Красное лето;На пасеке;проза;1921;рассказ;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2549;Черный А.;м;В огороде;;поэзия;1920;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
