number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_excerpt ;compiler;place_of_edition;year_of_edition;edition ;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
2550;Даль В.И.;м;Чужой разум;;проза;1862;рассказ;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2551;Никитин И.С.;м;Гнездо ласточки;На мельнице;поэзия;1856;стихотворение;да;нет;Кипит вода, ревет ручьем,;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2552;б/а;;Журавль;;поэзия;;песня;нет;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2553;Бальмонт К.Д.;м;Осень;;поэзия;1905;стихотворение;да;нет;Поспевает брусника,;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2554;Фет А.А.;м;Осень;;поэзия;1854;стихотворение;да;нет;Ластчоки пропали А вчера с зарей;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2555;Григорович Д.В.;м;Отлет ласточек;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2556;б/а;;Отлет;;поэзия;;песня;нет;да;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2557;Плещеев А.Н.;м;Скучная картина;Осень;поэзия;1860;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2558;Кольцов А.В.;м;Русскяа песня;Осенний ветер;поэзия;1840;стихотворение;нет;да;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2559;Григорович Д.В.;м;Наступление осени;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2560;б/а;;Село Ивановка;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2561;Мей Л.А.;м;Внутренность избы;;поэзия;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2562;б/а;;Песенка;;поэзия;;;;;Ой, мы дерево срубили;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2563;Кольцов А.В.;м;Что ты спишь, мужичок?;;поэзия;1839;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2564;б/а;;Добрые братья;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2565;Водовозов В.И.;м;Работники;;поэзия;;стихотворение;да;нет;Мы то, дети, день деньской кирпичи таскали;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2566;Крылов И.А.;м;Демьянова уха;;поэзия;1812;басня;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2567;Никитин И.С.;м;Встреча зимы;;поэзия;1854;стихотворение;да;нет;Здравствуй, гостья-зима!;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2568;Белоусов И.А.;м;Первый снежок;;поэзия;;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2569;Чириков Е.Н.;м;Зимой в деревне;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2570;Пушкин А.С.;м;Евгений Онегин;Зима;поэзия;1833;роман в стихах;нет;нет;Зима… крестьянин торжествуя;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2571;Блок А.А.;м;Ветхая избушка;;поэзия;1906;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2572;Черный А.;м;На коньках;;поэзия;1913;стихотворение;да;нет;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2573;Ананьин В.;м;На лыжах;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2574;Чириков Е.Н.;м;Снежная баба;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2575;б/а;;Друзья;;поэзия;;стихотворение;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
2576;Чириков Е.Н.;м;Вечером;;проза;;;;;;Е.М.Тихоницкий,Е.А.Андреева,Т.М.Максимович;Рига;1938;2;начальные классы;книга для чтения;II;;Тихоницкий_Е.А.Андреева_Максимович.Ч.2_1938
