author_in_publication;text;name;city;type;issue ;year_publ_in_emigration;date_publ_in_emigration;description ;peculiarity;name_part;pages;year_first_in_russia;date_publ_in_russia;name_in_russia
Соколов-Микитов И.;Медведи;Руль;Берлин;газета;№3228;1931;11.07;проза;полный текст;;2—3;;;
Инбер В.;Ядовитый газ;Руль;Берлин;газета;№3235;1931;19.07;стихи;полный текст;;8;;;
Сергеев-Ценский С.Н.;Сказочное имя;Руль;Берлин;газета;№3236;1931;21.07;проза;отрывок;;5—6;;;
Сергеев-Ценский С.Н.;Сказочное имя;Руль;Берлин;газета;№3237;1931;22.07;проза;отрывок;;3;;;
Сергеев-Ценский С.Н.;Сказочное имя;Руль;Берлин;газета;№3238;1931;23.07;проза;отрывок;;5—6;;;
Сергеев-Ценский С.Н.;Сказочное имя;Руль;Берлин;газета;№3239;1931;24.07;проза;отрывок;;3;;;
Сергеев-Ценский С.Н.;Сказочное имя;Руль;Берлин;газета;№3240;1931;25.07;проза;отрывок;;5—6;;;
Сергеев-Ценский С.Н.;Сказочное имя;Руль;Берлин;газета;№3241;1931;26.07;проза;отрывок;;6, 9;;;
Сергеев-Ценский С.Н.;Сказочное имя;Руль;Берлин;газета;№3242;1931;28.07;проза;отрывок;;5—6;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3251;1931;07.08;проза;отрывок;;3;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3252;1931;08.08;проза;отрывок;;5—6;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3253;1931;09.08;проза;отрывок;;5—6;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3254;1931;11.08;проза;отрывок;;5—6;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3255;1931;12.08;проза;отрывок;;3;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3256;1931;13.08;проза;отрывок;;5—6;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3257;1931;14.08;проза;отрывок;;3;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3258;1931;15.08;проза;отрывок;;5—6;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3259;1931;16.08;проза;отрывок;;5—6;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3260;1931;18.08;проза;отрывок;;5—6;;;
Зощенко М.М.;Сирень цветет;Руль;Берлин;газета;№3261;1931;19.08;проза;отрывок;;3;;;
Крюковской Я.;И так и эдак;Руль;Берлин;газета;№3279;1931;09.09;проза;отрывок;Речь середняка Селезнева;2;;;Из сборника рассказов Тульских, Новгородских и Воронежских
Крюковской Я.;И так и эдак;Руль;Берлин;газета;№3279;1931;09.09;проза;отрывок;Марля;2;;;Из сборника рассказов Тульских, Новгородских и Воронежских
Крюковской Я.;На квартире Сафьяновых;Руль;Берлин;газета;№3280;1931;10.09;проза;отрывок;;5—6;;;
Крюковской Я.;На квартире Сафьяновых;Руль;Берлин;газета;№3281;1931;11.09;проза;отрывок;;5—6;;;
Крюковской Я.;На квартире Сафьяновых;Руль;Берлин;газета;№3282;1931;12.09;проза;отрывок;;5—6;;;
Крюковской Я.;На квартире Сафьяновых;Руль;Берлин;газета;№3283;1931;13.09;проза;отрывок;;9;;;
Соколов-Микитов И.;Поход «Малыгина»;Руль;Берлин;газета;№3288;1931;19.09;проза;полный текст;;2—3;;;
Крюковской Я.;И так и эдак;Руль;Берлин;газета;№3301;1931;04.10;проза;отрывок;Вася Белов;9—10;;;
Пильняк Б.А.;Жулики;Иллюстрированная Россия;Париж;журнал;№26;1925;01.09;проза;полный текст;;8—11;;;Огонек
Яковлев А.;Повольники;Иллюстрированная Россия;Париж;журнал;№27;1925;15.09;проза;полный текст;;1—9;;;
Сейфулина Л.;Инструктор «красного молодежа»;Иллюстрированная Россия;Париж;журнал;№32;1925;01.12;проза;полный текст;;1—4;;;
Федин К.А.;Еж;Иллюстрированная Россия;Париж;журнал;№1(34);1926;01.01;проза;полный текст;;1—2;;;
Сейфулина Л.;Два друга;Иллюстрированная Россия;Париж;журнал;№3(36);1926;16.01;проза;полный текст;;1—4;;;Молодняк
Инбер В.;Вода и слезы;Иллюстрированная Россия;Париж;журнал;№4(37);1926;23.01;проза;полный текст;;4—6;;;Огонек
Сокольский Г.З.;Честный подход;Иллюстрированная Россия;Париж;журнал;№5(38);1926;30.01;проза;полный текст;;5—8;;;Красная новь
Есенин С.А.;Слышишь, мчатся сани, слышишь сани мчатся;Иллюстрированная Россия;Париж;журнал;№6(39);1926;06.02;стихи;полный текст;;8;;;
Есенин С.А.;Вечером синим, вечером лунным;Иллюстрированная Россия;Париж;журнал;№6(39);1926;06.02;стихи;полный текст;;8;;;
Есенин С.А.;Голубая кофта, синие глаза;Иллюстрированная Россия;Париж;журнал;№6(39);1926;06.02;стихи;полный текст;;8;;;
Есенин С.А.;Снежная замять крутит бойко;Иллюстрированная Россия;Париж;журнал;№6(39);1926;06.02;стихи;полный текст;;8;;;
Дейч А.;Ночь Фрейда Гопкинса;Иллюстрированная Россия;Париж;журнал;№7(40);1926;13.02;проза;полный текст;;2, 3—6;;;Красная новь
Литвинова А.;Не поняла;Иллюстрированная Россия;Париж;журнал;№7(40);1926;13.02;проза;полный текст;;8, 10—11;;;Огонек
Федин К.А.;Блинки;Иллюстрированная Россия;Париж;журнал;№8(41);1926;20.02;проза;полный текст;;1—2;;;Сов сборн
Листопадов М.;Травленный волк;Иллюстрированная Россия;Париж;журнал;№10(43);1926;06.03;проза;полный текст;;1—4;;;Красная новь
Курилюк В.М.;Конец и начало;Иллюстрированная Россия;Париж;журнал;№12(45);1926;20.03;проза;полный текст;;8,10,12,14;;;Красная новь
Саянский Л.;Телефонограмма;Иллюстрированная Россия;Париж;журнал;№14(47);1926;03.04;проза;полный текст;;6—8;;;
Зощенко М.М.;Аристократка;Иллюстрированная Россия;Париж;журнал;№21(54);1926;22.05;проза;полный текст;;1,4;;;Сов сборн
Зощенко М.М.;Баня;Иллюстрированная Россия;Париж;журнал;№23(56);1926;05.06;проза;полный текст;;5—6;;;Сов сборн
Романов П.;Страх;Иллюстрированная Россия;Париж;журнал;№24(57);1926;12.06;проза;полный текст;;6—8;;;Правда
Зощенко М.М.;Жених;Иллюстрированная Россия;Париж;журнал;№25(58);1926;19.06;проза;полный текст;;10—11;;;Сов сборн
Зощенко М.М.;Искусство Мельпомены;Иллюстрированная Россия;Париж;журнал;№25(58);1926;19.06;проза;полный текст;;11;;;Сов сборн
Стонов Д.;Брага;Иллюстрированная Россия;Париж;журнал;№28(61);1926;10.07;проза;полный текст;;1—2, 4, 6—7;;;Красная новь
Романов П.;Любовь;Иллюстрированная Россия;Париж;журнал;№29(62);1926;14.07;проза;полный текст;;7—12;;;
Зощенко М.М.;Святочная история;Иллюстрированная Россия;Париж;журнал;№30(63);1926;24.07;проза;полный текст;;8—9;;;Сов сборн
Зощенко М.М.;Шипы и розы;Иллюстрированная Россия;Париж;журнал;№30(63);1926;24.07;проза;полный текст;;9—10;;;Сов сборн
Романов П.;Неподходящий человек;Иллюстрированная Россия;Париж;журнал;№32(65);1926;07.08;проза;полный текст;;1—5;;;Сов сборн
Грин А.С.;Золотий пруд;Иллюстрированная Россия;Париж;журнал;№33(66);1926;14.08;проза;полный текст;;18—19;;;
Бабель И.Э.;Эскадронный Трунов;Иллюстрированная Россия;Париж;журнал;№34(67);1926;21.08;проза;полный текст;;1—5;;;Сов сборн
Грин А.С.;Позорный столб;Иллюстрированная Россия;Париж;журнал;№34(67);1926;21.08;проза;полный текст;;16—18;;;Сов сборн
Карпов Н.А.;Ходатай по делам;Иллюстрированная Россия;Париж;журнал;№35(68);1926;28.08;проза;полный текст;;6—7;;;
Карпов Н.А.;Калиф на час;Иллюстрированная Россия;Париж;журнал;№35(68);1926;28.08;проза;полный текст;;7—8;;;
Карпов Н.А.;По рабкредиту;Иллюстрированная Россия;Париж;журнал;№35(68);1926;28.08;проза;полный текст;;8—9;;;
Есенин С.А.;Русь советская;Иллюстрированная Россия;Париж;журнал;№36(69);1926;04.09;стихи;полный текст;;8—9;;;
Зощенко М.М.;Воры;Иллюстрированная Россия;Париж;журнал;№36(69);1926;04.09;проза;полный текст;;15;;;
Зощенко М.М.;Бедность;Иллюстрированная Россия;Париж;журнал;№36(69);1926;04.09;проза;полный текст;;15—16;;;
Зощенко М.М.;Герой;Иллюстрированная Россия;Париж;журнал;№36(69);1926;04.09;проза;полный текст;;16;;;
Зощенко М.М.;Американцы;Иллюстрированная Россия;Париж;журнал;№36(69);1926;04.09;проза;полный текст;;17—18;;;
Шишков В.;На пляже;Иллюстрированная Россия;Париж;журнал;№37(70);1926;11.09;проза;полный текст;;11—12;;;
Карпов Н.А.;Восемь фунтов;Иллюстрированная Россия;Париж;журнал;№37(70);1926;11.09;проза;полный текст;;12—14;;;
Грамен Н.К.;Трагедия пола;Иллюстрированная Россия;Париж;журнал;№38(71);1926;18.09;проза;полный текст;;1;;;Сов сборн
Грамен Н.К.;Об оживлении работы;Иллюстрированная Россия;Париж;журнал;№38(71);1926;18.09;проза;полный текст;;1—2;;;Сов сборн
Грамен Н.К.;Гибель Хрыкина;Иллюстрированная Россия;Париж;журнал;№38(71);1926;18.09;проза;полный текст;;2,4,6;;;Сов сборн
Грамен Н.К.;Партдень Угрюмычева;Иллюстрированная Россия;Париж;журнал;№38(71);1926;18.09;проза;полный текст;;6—7;;;Сов сборн
Митницкий Л.;Кругом шешнадцать;Иллюстрированная Россия;Париж;журнал;№40(73);1926;02.10;проза;полный текст;;1;;;
Митницкий Л.;Матерьялизма;Иллюстрированная Россия;Париж;журнал;№40(73);1926;02.10;проза;полный текст;;1—2;;;
Митницкий Л.;Чуждый элемент;Иллюстрированная Россия;Париж;журнал;№40(73);1926;02.10;проза;полный текст;;2,4;;;
Соболь А.;Любовь на Арбате;Иллюстрированная Россия;Париж;журнал;№42(75);1926;16.10;проза;полный текст;;1—4,6;;;Сов сборн
Перегудов А.;Петухи;Иллюстрированная Россия;Париж;журнал;№44(77);1926;30.10;проза;полный текст;;1—2, 4, 6;;;Красная новь
Романов П.;Итальянская бухгалтерия;Иллюстрированная Россия;Париж;журнал;№49(82);1926;04.12;проза;полный текст;;12;;;
Романов П.;Лабиринт;Иллюстрированная Россия;Париж;журнал;№1(86);1927;01.01;проза;полный текст;;6, 8;;;Сов сборн
Чуковский К.И.;Телефон;Иллюстрированная Россия;Париж;журнал;№1(86);1927;01.01;стихи;полный текст;;10—11;;;
Романов П.;Гайка;Иллюстрированная Россия;Париж;журнал;№3(88);1927;15.01;проза;полный текст;;10, 12—13;;;Сов сборн
Толстой А.Н.;Случай на Бассейной улице;Иллюстрированная Россия;Париж;журнал;№6(91);1927;05.02;проза;отрывок;;1, 2, 4, 6—9;;;Сов сборн
Тренев К.;Эдесские угодники;Иллюстрированная Россия;Париж;журнал;№7(92);1927;12.02;проза;отрывок;;1—6;;;Сов сборн
Воинов В.;Соломонов суд;Иллюстрированная Россия;Париж;журнал;№7(92);1927;12.02;проза;полный текст;;18—19;;;
Подъячев С.П.;Старички;Иллюстрированная Россия;Париж;журнал;№10(95);1927;05.03;проза;полный текст;;1—2, 4;;;Сов сборн
Козырев М.;Приставки;Иллюстрированная Россия;Париж;журнал;№12(97);1927;19.03;проза;полный текст;;14—15;;;Красная газета
Тоболяков В.;Баба;Иллюстрированная Россия;Париж;журнал;№13(98);1927;26.03;проза;полный текст;;1;;;Красная газета
Лебедев В.;На волоске;Иллюстрированная Россия;Париж;журнал;№13(98);1927;26.03;проза;полный текст;;20—21;;;Красная газета
Грин А.С.;Два обещания;Иллюстрированная Россия;Париж;журнал;№19(104);1927;07.05;проза;полный текст;;1—2,4,6;;;
Карпов Н.А.;Иностранец;Иллюстрированная Россия;Париж;журнал;№20(105);1927;14.05;проза;полный текст;;18—19;;;Красная газета
Свэн И.;Глупое самолюбие;Иллюстрированная Россия;Париж;журнал;№22(107);1927;28.05;проза;полный текст;;1—2, 4;;;Красная новь
Карпов Н.А.;Тихая семейка;Иллюстрированная Россия;Париж;журнал;№24(109);1927;11.06;проза;полный текст;;7—8;;;
Середа Т.;С получки;Иллюстрированная Россия;Париж;журнал;№28(113);1927;09.07;проза;полный текст;;8—9;;;Огонек
Подъячев С.П.;Молодые;Иллюстрированная Россия;Париж;журнал;№29(114);1927;16.07;проза;полный текст;;4—8;;;
Зощенко М.М.;Административный восторг;Иллюстрированная Россия;Париж;журнал;№30(115);1927;23.07;проза;полный текст;;14;;;
Агнивцев Н.;Бумажная великомученица;Иллюстрированная Россия;Париж;журнал;№30(115);1927;23.07;стихи;полный текст;;15;;;
Романов П.;Значок;Иллюстрированная Россия;Париж;журнал;№31(116);1927;30.07;проза;полный текст;;1—2, 4—5;;;
Мазовский К.;Майский жук;Иллюстрированная Россия;Париж;журнал;№31(116);1927;30.07;проза;полный текст;;14—15;;;
Ломакин И.;Язык бабочек и мотыльков;Иллюстрированная Россия;Париж;журнал;№32(117);1927;06.08;проза;полный текст;;8—11;;;
Черний В.;Кисловодск;Иллюстрированная Россия;Париж;журнал;№32(117);1927;06.08;проза;полный текст;;12–14;;;
Гуревич И.;Сигнал;Иллюстрированная Россия;Париж;журнал;№32(117);1927;06.08;проза;полный текст;;18;;;
Лебедев В.;На дачу;Иллюстрированная Россия;Париж;журнал;№32(117);1927;06.08;проза;полный текст;;18;;;
Лебедев В.;Каждому свое;Иллюстрированная Россия;Париж;журнал;№33(118);1927;13.08;проза;полный текст;;6—8;;;
д’Актиль А.;Счетовод на юге;Иллюстрированная Россия;Париж;журнал;№33(118);1927;13.08;проза;полный текст;;14;;;
Шершеневич В.;Безбожник;Иллюстрированная Россия;Париж;журнал;№33(118);1927;13.08;проза;полный текст;;14—15;;;
Лебедев В.;Провинция;Иллюстрированная Россия;Париж;журнал;№33(118);1927;13.08;проза;отрывок;Тихие радости;15;;;
Подъячев С.П.;Записки гражданина Симиона Подмоченова;Иллюстрированная Россия;Париж;журнал;№34(119);1927;20.08;проза;полный текст;;1—6;;;
Грамен Н.К.;Происшествие с уклоном;Иллюстрированная Россия;Париж;журнал;№35(120);1927;27.08;проза;полный текст;;14;;;
Лебедев В.;Отпускная горячка;Иллюстрированная Россия;Париж;журнал;№35(120);1927;27.08;стихи;полный текст;;15;;;
Карпов Н.А.;Компанейские ребята;Иллюстрированная Россия;Париж;журнал;№36(121);1927;03.09;проза;полный текст;;1—2;;;
Левин Б.;Случай невероятный, но поучительный;Иллюстрированная Россия;Париж;журнал;№37(122);1927;17.09;проза;полный текст;;;;;
Павлов В.;Недоразумение;Иллюстрированная Россия;Париж;журнал;№38(123);1927;17.09;проза;полный текст;;14—15;;;
Ломакин И.;Зоологическая точка;Иллюстрированная Россия;Париж;журнал;№40(125);1927;01.10;проза;полный текст;;1—2;;;
Янопольский Ю.;Отравленная радость;Иллюстрированная Россия;Париж;журнал;№42(127);1927;15.10;проза;полный текст;;13—16;;;
Карпов Н.А.;Ловкость рук;Иллюстрированная Россия;Париж;журнал;№43(128);1927;27.10;проза;полный текст;;18—19;;;
Канин;Через биржу;Иллюстрированная Россия;Париж;журнал;№46(131);1927;12.11;проза;полный текст;;6—7;;;
Булгаков М.М.;Дни Турбиных;Иллюстрированная Россия;Париж;журнал;№46(131);1927;12.11;проза;отрывок;;8—12;;;
Тоболяков В.;Мужики;Иллюстрированная Россия;Париж;журнал;№49(134);1927;03.12;проза;полный текст;;22—23;;;
д’Актиль А.;Хулиганы;Иллюстрированная Россия;Париж;журнал;№50(135);1927;10.12;проза;полный текст;;10—11;;;
Шершеневич В.;Шестая держава;Иллюстрированная Россия;Париж;журнал;№51(136);1927;17.12;проза;полный текст;;4;;;
Воинов В.;Лиговская идиллия;Иллюстрированная Россия;Париж;журнал;№51(136);1927;17.12;стихи;полный текст;;5;;;
Яковлев А.;Ради любви;Иллюстрированная Россия;Париж;журнал;№3(140);1928;14.01;проза;полный текст;;1—7;;;
Таболиков В.;Конь;Иллюстрированная Россия;Париж;журнал;№3(140);1928;14.01;проза;полный текст;;22;;;
Лебедев В.;Семья;Иллюстрированная Россия;Париж;журнал;№3(140);1928;14.01;проза;отрывок;Защитник;23;;;
Яковлев А.;Ради любви;Иллюстрированная Россия;Париж;журнал;№4(141);1928;21.01;проза;полный текст;;;;;
Лебедев В.;Искуссный ход;Иллюстрированная Россия;Париж;журнал;№5(142);1928;28.01;проза;полный текст;;8—10;;;
Прутков И.;Итоги;Иллюстрированная Россия;Париж;журнал;№5(142);1928;28.01;проза;полный текст;;14—15;;;
Андр М.;Стекольщик;Иллюстрированная Россия;Париж;журнал;№6(143);1928;04.02;проза;полный текст;;14—15;;;
Лесной Л.;Борода главбуха;Иллюстрированная Россия;Париж;журнал;№7(144);1928;11.02;проза;полный текст;;9—11;;;
Гард Э.;Маничка 1001-ая;Иллюстрированная Россия;Париж;журнал;№7(144);1928;11.02;проза;полный текст;;22—23;;;
Гюинплэн;На волю;Иллюстрированная Россия;Париж;журнал;№8(145);1928;18.02;проза;полный текст;;18—19;;;
Мазовский К.;Автодор;Иллюстрированная Россия;Париж;журнал;№9(146);1928;25.02;проза;полный текст;;16—17;;;
Авилов П.;Система поощрения;Иллюстрированная Россия;Париж;журнал;№10(147);1928;03.03;проза;полный текст;;16—17;;;
Флит А.;Девушка с чемоданчиком;Иллюстрированная Россия;Париж;журнал;№10(147);1928;03.03;проза;полный текст;;17;;;
Зингер М.;Рука в центре;Иллюстрированная Россия;Париж;журнал;№11(148);1928;10.03;проза;полный текст;;7—10;;;
Митницкий Л.;Мещанство;Иллюстрированная Россия;Париж;журнал;№11(148);1928;10.03;проза;полный текст;;22—23;;;
Ренц И.;Халтура;Иллюстрированная Россия;Париж;журнал;№12(149);1928;17.03;проза;полный текст;;1—6;;;
Бен-Гали;Три встречи;Иллюстрированная Россия;Париж;журнал;№12(149);1928;17.03;проза;полный текст;;22—23;;;
Маковская В.;Холодное солнце;Иллюстрированная Россия;Париж;журнал;№13(150);1928;24.03;проза;полный текст;;1—7;;;
Крышкин Н.;Наука и жизнь;Иллюстрированная Россия;Париж;журнал;№13(150);1928;24.03;проза;полный текст;;22—23;;;
Карпов Н.А.;Широкая масленица;Иллюстрированная Россия;Париж;журнал;№14(151);1928;31.03;проза;полный текст;;14—15;;;
Лавренев Б.;Погубитель;Иллюстрированная Россия;Париж;журнал;№15(152);1928;07.04;проза;полный текст;;8—13;;;
Кремлев И.;Понимай как хочешь;Иллюстрированная Россия;Париж;журнал;№15(152);1928;07.04;проза;полный текст;;23;;;
Инбер В.;Суп из курицы;Иллюстрированная Россия;Париж;журнал;№16(153);1928;14.04;проза;полный текст;;6—12;;;
Левин Б.;Не взирая на лица;Иллюстрированная Россия;Париж;журнал;№16(153);1928;14.04;проза;полный текст;;16—17;;;
Лебедев В.;Собачья история;Иллюстрированная Россия;Париж;журнал;№17(154);1928;21.04;проза;полный текст;;8—12;;;
Левин Б.;Засыпались;Иллюстрированная Россия;Париж;журнал;№17(154);1928;21.04;проза;полный текст;;16—17;;;
Зорич А.;Глупый приказ;Иллюстрированная Россия;Париж;журнал;№18(155);1928;28.04;проза;полный текст;;8—11;;;
Мазовский К.;Предпасхальное;Иллюстрированная Россия;Париж;журнал;№18(155);1928;28.04;проза;полный текст;;16—17;;;
Бибик А.;Дремотный говор;Иллюстрированная Россия;Париж;журнал;№19(156);1928;05.05;проза;полный текст;;4—7;;;
Самсонов Б.;В наркодиспансере;Иллюстрированная Россия;Париж;журнал;№19(156);1928;05.05;проза;полный текст;;20—21;;;
Тренев К.;В мертвый час;Иллюстрированная Россия;Париж;журнал;№20(157);1928;12.05;проза;полный текст;;10—14;;;
Левин Б.;Жены знаменитых людей;Иллюстрированная Россия;Париж;журнал;№20(157);1928;12.05;проза;полный текст;;22—23;;;
Ардов В.;Гипнотизер;Иллюстрированная Россия;Париж;журнал;№21(158);1928;19.05;проза;полный текст;;10—11;;;
Мазовский К.;Психолог;Иллюстрированная Россия;Париж;журнал;№21(158);1928;19.05;проза;полный текст;;16—17;;;
Подъячев С.П.;Сынок;Иллюстрированная Россия;Париж;журнал;№22(159);1928;25.05;проза;полный текст;;1—5;;;
Коварский М.;За стеной;Иллюстрированная Россия;Париж;журнал;№22(159);1928;25.05;проза;полный текст;;20—21;;;
Яковлев А.;Артист;Иллюстрированная Россия;Париж;журнал;№24(161);1928;09.06;проза;полный текст;;1—7;;;
Прутков И.;Фокус;Иллюстрированная Россия;Париж;журнал;№24(161);1928;09.06;проза;полный текст;;16—17;;;
Елисеев Н.;Цыбуля;Иллюстрированная Россия;Париж;журнал;№25(162);1928;16.06;проза;полный текст;;8—9;;;
Черенков П.;4-7-22;Иллюстрированная Россия;Париж;журнал;№25(162);1928;16.06;проза;полный текст;;14—15;;;
Ардов В.;Сцена и жизнь;Иллюстрированная Россия;Париж;журнал;№26(163);1928;23.06;проза;полный текст;;6—7;;;
Шершеневич В.;Мертвое дело;Иллюстрированная Россия;Париж;журнал;№26(163);1928;23.06;проза;полный текст;;14—15;;;
Козырев М.;Агитатор;Иллюстрированная Россия;Париж;журнал;№27(164);1928;31.06;проза;полный текст;;18—19;;;
Ласковая Ф.;О любви;Иллюстрированная Россия;Париж;журнал;№28(165);1928;07.07;проза;полный текст;;1—7;;;
Бабицкий М.;Послепраздничное;Иллюстрированная Россия;Париж;журнал;№29(166);1928;14.07;проза;полный текст;;20—21;;;
Зорич А.;Регламент;Иллюстрированная Россия;Париж;журнал;№30(167);1928;21.07;проза;полный текст;;4—8;;;
Крышкин Н.;Положительный;Иллюстрированная Россия;Париж;журнал;№30(167);1928;21.07;проза;полный текст;;14—15;;;
Веселый А.;Расстрел графини;Иллюстрированная Россия;Париж;журнал;№31(168);1928;28.07;проза;полный текст;;6—9;;;
Коварский М.;Благополучный конец;Иллюстрированная Россия;Париж;журнал;№31(168);1928;28.07;проза;полный текст;;13—14;;;
Бухов А.;Письма русского путешественника;Иллюстрированная Россия;Париж;журнал;№32(169);1928;04.08;проза;полный текст;;6—8;;;
Митницкий Л.;Диетическое питание;Иллюстрированная Россия;Париж;журнал;№32(169);1928;04.08;проза;полный текст;;14—15;;;
Пешкин Л.;Дождался;Иллюстрированная Россия;Париж;журнал;№33(170);1928;11.08;проза;полный текст;;20—21;;;
Зорич А.;Неудобная фамилия;Иллюстрированная Россия;Париж;журнал;№34(171);1928;18.08;проза;полный текст;;1—8;;;
Самсонов Б.;Тяжелая картина;Иллюстрированная Россия;Париж;журнал;№35(172);1928;18.08;проза;полный текст;;16—17;;;
Левин Б.;Звездочет;Иллюстрированная Россия;Париж;журнал;№36(173);1928;25.08;проза;полный текст;;6—9;;;
Левин Б.;Горький опыт;Иллюстрированная Россия;Париж;журнал;№37(174);1928;08.09;проза;полный текст;;16—17;;;
Урин В.;В тумане;Иллюстрированная Россия;Париж;журнал;№38(175);1928;15.09;проза;полный текст;;1—6;;;
Зотов А.;Съагетировал;Иллюстрированная Россия;Париж;журнал;№38(175);1928;15.09;проза;полный текст;;14—15;;;
Пешкин Л.;Почетный;Иллюстрированная Россия;Париж;журнал;№41(178);1928;06.10;проза;полный текст;;16—20;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№41(178);1928;06.10;проза;полный текст;;12—15;;;
Мазовский К.;Смена;Иллюстрированная Россия;Париж;журнал;№42(179);1928;13.10;проза;полный текст;;18—19;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№42(179);1928;13.10;проза;полный текст;;15—17;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№43(180);1928;20.10;проза;полный текст;;18—20;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№44(181);1928;27.10;проза;полный текст;;16—18;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№45(182);1928;03.11;проза;полный текст;;18—20;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№46(183);1928;10.11;проза;полный текст;;16—20;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№47(184);1928;17.11;проза;полный текст;;14—16;;;
Катаев В.;Наши за-границей;Иллюстрированная Россия;Париж;журнал;№48(185);1928;24.11;проза;полный текст;;12—13;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№48(185);1928;24.11;проза;полный текст;;16—18;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№49(186);1928;01.12;проза;полный текст;;16—19;;;
Тоболяков В.;Экзамен;Иллюстрированная Россия;Париж;журнал;№49(186);1928;01.12;проза;полный текст;;22—23;;;
Ильф И. И Петров Е.;Светлая личность;Иллюстрированная Россия;Париж;журнал;№50(187);1928;08.12;проза;полный текст;;16—18;;;
Коварский М.;Несравненные;Иллюстрированная Россия;Париж;журнал;№50(187);1928;08.12;проза;полный текст;;20—21;;;
Лебедев В.;Естественная убыль;Иллюстрированная Россия;Париж;журнал;№51(188);1928;15.12;проза;полный текст;;20;;;
Лебедев В.;Поважнее;Иллюстрированная Россия;Париж;журнал;№51(188);1928;15.12;проза;полный текст;;21;;;
Лидин В.;Полевые цветы;Иллюстрированная Россия;Париж;журнал;№3(192);1929;12.01;проза;полный текст;;1—8;;;
Грамен Н.К.;Специалист;Иллюстрированная Россия;Париж;журнал;№5(194);1929;26.01;проза;полный текст;;18—19;;;
Лебедев В.;Молниеносная быстрота;Иллюстрированная Россия;Париж;журнал;№6(195);1929;02.02;проза;полный текст;;16—17;;;
Грин А.С.;Элда и Анготея;Иллюстрированная Россия;Париж;журнал;№7(196);1929;09.02;проза;полный текст;;1—7;;;
Лебедев В.;Провинция;Иллюстрированная Россия;Париж;журнал;№7(196);1929;09.02;стихи;отрывок;Материнское сокрушение;19;;;
Слонимский М.;Городское происшествие;Иллюстрированная Россия;Париж;журнал;№8(197);1929;16.02;проза;полный текст;;1—7;;;
Самсонов Б.;Сезонный товар;Иллюстрированная Россия;Париж;журнал;№9(198);1929;23.02;проза;полный текст;;16—17;;;
Толстой А.Н.;Мой сосед;Иллюстрированная Россия;Париж;журнал;№10(199);1929;02.03;проза;полный текст;;1—7;;;
Самсонов Б.;Коллекция лакированных;Иллюстрированная Россия;Париж;журнал;№10(199);1929;02.03;проза;полный текст;;16—17;;;
Никитин Н.;Операция;Иллюстрированная Россия;Париж;журнал;№12(201);1929;16.03;проза;полный текст;;6—8;;;
Павлов В.;Братская смычка;Иллюстрированная Россия;Париж;журнал;№12(201);1929;16.03;проза;полный текст;;18—19;;;
Грамен Н.К.;Роман Тихонравова;Иллюстрированная Россия;Париж;журнал;№13(202);1929;23.03;проза;полный текст;;8—10;;;
Павлов В.;Чуждый элемент;Иллюстрированная Россия;Париж;журнал;№13(202);1929;23.03;проза;полный текст;;18—19;;;
Крышкин Н.;Полный скандал;Иллюстрированная Россия;Париж;журнал;№14(203);1929;30.03;проза;полный текст;;14—15;;;
Левин Б.;Жильцы;Иллюстрированная Россия;Париж;журнал;№15(204);1929;06.04;проза;полный текст;;16—17;;;
Грамен Н.К.;В некотором царстве;Иллюстрированная Россия;Париж;журнал;№17(206);1929;20.04;проза;полный текст;;18—19;;;
Левин Б.;Болезнь;Иллюстрированная Россия;Париж;журнал;№18(207);1929;27.04;проза;полный текст;;6—7;;;
Ардов В.;Двенадцать рублей и 10 1/4 копейки;Иллюстрированная Россия;Париж;журнал;№18(207);1929;27.04;проза;полный текст;;18—19;;;
Авилов П.;Маленькие чиновники;Иллюстрированная Россия;Париж;журнал;№19(208);1929;04.05;проза;полный текст;;18—19;;;
