number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_textbook;compiler;place_of_edition;year_of_edition;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
1512;Языков Н.М.;м;Конь;undefined;поэзия;18??;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1513;undefined;undefined;Крот;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1514;Толстой Л.Н.;м;Лев и собака;undefined;проза;1875;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1515;Толстой Л.Н.;м;Незванные гости;undefined;проза;1875;рассказ;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1516;undefined;undefined;Хитрая лиса;undefined;проза;undefined;сказка;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1517;undefined;undefined;Летучая мышь;undefined;проза;undefined;сказка;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1518;undefined;undefined;Битва на льдине;undefined;проза;undefined;сказка;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1519;undefined;undefined;Медведь и охотник;undefined;проза;undefined;сказка;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1520;undefined;undefined;Ворона и рак;undefined;проза;undefined;сказка;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1521;Толстой Л.Н.;м;Как мальчик нашел пчелинных маток;undefined;проза;1875;рассказ;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1522;undefined;undefined;Пчелиная артель;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1523;Мамонтов;м;Враги;undefined;проза;undefined;undefined;undefined;undefined;Комар один по рощице;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1524;undefined;undefined;Хитер человек, да и муровей не прост;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1525;Журавская З.Н.;ж;Не все сразу, господа;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1526;undefined;м;Гадюка;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1527;Жуковский В.А.;м;Жаворонок;undefined;проза;1852;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1528;Вагнер;м;Как поймали птичку;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1529;undefined;undefined;Как ласточки учат детей летать;undefined;проза;undefined;undefined;undefined;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1530;Толстой Л.Н.;м;Воробей и ласточка;undefined;проза;1875;undefined;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1531;Алтаев;м;Моя ящерица;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1532;Ушинский К.Д.;м;Как рубашка в поле выросла;undefined;undefined;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1533;undefined;undefined;Как растение вырастает;undefined;undefined;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1534;undefined;м;Школьный праздник растений;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1535;Некрасов Н.А.;м;Саша;Рубка леса;поэзия;1856;поэма;нет;нет;Сколько утт было кудрявых берез;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1536;undefined;undefined;Воспитание яблони;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1537;Разин;м;История одной елки;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1538;undefined;undefined;Картофель;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1539;Некрасов Н.А.;м;Кому на Руси жить хорошо?;Поле;поэзия;1874;поэма;нет;нет;Уж налились колосики;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1540;Ушинский К.Д.;м;Поездка на сенокос;undefined;undefined;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1541;undefined;undefined;Золото и железо;undefined;undefined;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1542;undefined;undefined;В горах;undefined;undefined;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1543;Герд А.Я.;м;Соль;undefined;проза;19**;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1544;Свободин М.;м;Осенний ветер;undefined;поэзия;undefined;undefined;undefined;нет;В ночь осенню по полю Грозный ветер пролетает;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1545;Толстой Л.Н.;м;От чего бывает ветер;undefined;проза;1875;рассказ;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1546;Пушкин А.С.;м;Туча;undefined;поэзия;1835;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1547;undefined;undefined;Источник;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1548;undefined;undefined;Аэроплан;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1549;undefined;undefined;Железная дорога;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;из книги Добрые семена;Гудков.Ч.2_1929
1550;undefined;undefined;Первое путешествие;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1551;undefined;undefined;Страны Света;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1552;Чехов А.П.;м;Ванька;undefined;проза;1886;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1553;Пушкин А.С.;м;Сказка о рыбаке и рыбке;undefined;поэзия;1833;сказка;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1554;Мамин-Сибиряк Д.Н.;м;Медведко;undefined;проза;1895;сказка;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1555;Мамин-Сибиряк Д.Н.;м;Сказка про храброго Зайца — длинные уши, косые глаза, короткий хвост;undefined;проза;1883;сказка;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1556;фольклор;undefined;Во поле березонька стояла;Березонька;поэзия;фольклор;песня;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1557;фольклор;undefined;Синичка;undefined;поэзия;фольклор;песня;нет;нет;За морем синичка не пышно жила;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1558;фольклор;undefined;Как у наших у ворот;undefined;поэзия;фольклор;песня;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;II;undefined;Гудков.Ч.2_1929
1559;Жуковский В.А.;м;Певец во стане русских воинов;Родина;поэзия;1812;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1560;undefined;undefined;Поступление в школу;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1561;undefined;undefined;Певрый день в школе;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1562;Плещеев А.Н.;м;Возвращение из школы;undefined;поэзия;1872;стихотворение;да;нет;Из школы дети воротились;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1563;undefined;undefined;Учебный день;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1564;Плещеев А.Н.;м;Детские годы;undefined;поэзия;1872;стихотворение;да;нет;Мне вспомнились детские далекие годы;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1565;undefined;undefined;На каникулах;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1566;Майков А.Н.;м;Рыбная ловля;Дорогое детство;поэзия;1855;стихотворение;нет;нет;Себя я помнить стал в деревне под Москвой;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1567;undefined;undefined;Из детских воспоминаний;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1568;Полонский Я.П.;м;Солнце и месяц;undefined;поэзия;1841;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1569;Майков А.Н.;м;Мать;undefined;поэзия;1861;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1570;undefined;undefined;Добрый медведь;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1571;Плещеев А.Н.;м;Мать и дитя;undefined;поэзия;1872;стихотворение;да;нет;Комнату лампада;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1572;Лермонтов М.Ю.;м;Казачья колыбельная песня;undefined;поэзия;1838;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1573;Пушкин А.С.;м;Няне;К няне;поэзия;1826;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1574;Достоевский Ф.М.;м;Мальчик у Христа на елке;undefined;проза;1876;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1575;Крылов И.А.;м;Два мальчика;undefined;поэзия;1836;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1576;Плещеев А.Н.;м;Дед и внуки;undefined;поэзия;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1577;Толстой Л.Н.;м;Живчик;undefined;проза;1875;рассказ;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1578;Крылов И.А.;м;Волк и ягненок;undefined;поэзия;1808;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1579;Гарин-Михайловский Н.Г.;м;Тема и жучка;undefined;проза;1892;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1580;Плещеев А.Н.;м;Ожидания;undefined;поэзия;1870;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1581;Григорович Д.В.;м;Гуттаперчивый мальчик;undefined;проза;1833;рассказ;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1582;Брюсов В.Я.;м;Мальчик;undefined;поэзия;1903;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1583;Крылов И.А.;м;Мальчик и змея;undefined;поэзия;1819;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1584;Чириков Е.Н.;м;Моя жизнь;undefined;проза;1909;повесть;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1585;Суриков И.З.;м;Детство;undefined;поэзия;1866;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1586;Гончаров И.А.;м;Обломов;Детство Ильи Ильича Обломова;проза;1859;роман;да;нет;Илья Ильич проснулся утром в своей маленькой постельке;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1587;Некрасов Н.А.;м;Саша;undefined;поэзия;1856;поэма;нет;нет;Дико росла, как цвето полевой;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1588;Горький М.;м;Детство Ильи;undefined;проза;1900;повесть;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1589;Жуковский В.А.;м;Лесной царь;undefined;поэзия;1818;баллада;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1590;Жуковский В.А.;м;Война мышей и лягушек;Кот Мурлыка;проза;1831;сказка;нет;да;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;"в прозе, вероятнее всего, пересказ отырвка из ""Война мышей и лягушек""";Гудков.Ч.3_1929
1591;Мамин-Сибиряк Д.Н.;м;Емеля-охотник;Олененок;проза;1884;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1592;Никитин И.С.;м;Лесник и его внук;undefined;поэзия;1869;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1593;Бальмонт К.Д.;м;Свеча;undefined;поэзия;1914;стихотворение;да;нет;Свеча горит и меркнет и вновь горит сильней,;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1594;Андреев Л.Н.;м;Петька на даче;undefined;проза;1911;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1595;Пожарова М.А.;ж;Девочка в лесу;undefined;поэзия;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1596;фольклор;undefined;Сестрица Аленушка и братец Иванушка;undefined;проза;фольклор;сказка;undefined;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1597;Тургенев И.С.;м;Бежин луг;undefined;проза;1851;повесть;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1598;фольклор;undefined;Снегурка;undefined;проза;фольклор;сказка;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1599;Плещеев А.Н.;м;Все людь братья;undefined;поэзия;1861;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1600;Толстой Л.Н.;м;Отчего зло на свете;undefined;проза;1875;рассказ;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1601;фольклор;undefined;Мужик и заяц;undefined;проза;фольклор;сказка;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1602;Крылов И.А.;м;Осел и соловей;undefined;поэзия;1811;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1603;Серафимович А.С.;м;Сережа;На пороме;проза;1903;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1604;Никитин И.С.;м;Муж и жена;undefined;поэзия;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1605;Крылов И.А.;м;Листы и корни;undefined;поэзия;1811;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1606;Гоголь Н.В.;м;Тарас Бульба;Отъезд сыновей Тараса Бульбы;проза;1835;повесть;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1607;Пушкин А.С.;м;Утопленник;undefined;поэзия;1828;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1608;Ушинский К.Д.;м;Песня птички;undefined;проза;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1609;Крылов И.А.;м;Крестьянин в беде;undefined;поэзия;1811;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1610;Крылов И.А.;м;Демьянова уха;undefined;поэзия;1812;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1611;Мельников-Печерский П.И.;м;В лесах;Страшная ночь;проза;1874;роман;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1612;Лермонтов М.Ю.;м;Три пальмы;undefined;поэзия;1839;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1613;фольклор;undefined;Змей и цыган;undefined;проза;фольклор;сказка;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1614;Пушкин А.С.;м;Цыганы;Цыганский табор;поэзия;1825;поэма;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1615;Мельников-Печерский П.И.;м;Лесной пожар;undefined;проза;undefined;undefined;undefined;undefined;Больше двадцати верст нужно было проехать;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1616;Писемский А.Ф.;м;Батька;Деревенский пожар;undefined;1861;рассказ;нет;нет;Набат становился все слышнее и слышнее.;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1617;Кольцов А.В.;м;Раздумье селянина;Сяду я за стол;поэзия;1837;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1618;Лермонтов М.Ю.;м;Ангел;undefined;поэзия;1831;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1619;Тургенев И.С.;м;Милостыня;undefined;undefined;1878;стихотворение в прозе;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1620;Крылов И.А.;м;Лягушка и вол;undefined;поэзия;1808;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1621;Крылов И.А.;м;Волк и журавль;undefined;поэзия;1816;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1622;фольклор;undefined;Никита Кожемяка;undefined;проза;фольклор;сказка;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1623;Крылов И.А.;м;Щука и кот;undefined;поэзия;1813;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1624;Крылов И.А.;м;Ворона и лисица;undefined;поэзия;1808;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1625;Андреев Л.Н.;м;Кусака;undefined;проза;1901;рассказ;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1626;Крылов И.А.;м;Старик и трое молодых;undefined;поэзия;1806;басня;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1627;Лермонтов М.Ю.;м;Бородино;undefined;поэзия;1837;стихотворение;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1628;Надсон С.Я.;м;У моря;undefined;поэзия;undefined;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1629;фольклор;undefined;Лиса и волк;undefined;проза;фольклор;сказка;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1630;Толстой А.К.;м;Ты знаешь край, где все обильем дышит;undefined;поэзия;1840;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1631;Апухтин А.Н.;м;Проселок;undefined;поэзия;1858;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1632;undefined;undefined;Друзья;undefined;проза;undefined;undefined;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1633;Крылов И.А.;м;Волк и кот;undefined;поэзия;1830;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1634;Крылов И.А.;м;Квартет;undefined;поэзия;1811;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1635;Крылов И.А.;м;Волк на псарне;undefined;поэзия;1812;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1636;Пушкин А.С.;м;Евгений Онегин;Начало зимы;поэзия;1833;роман в стихах;нет;нет;Вот север, тучи нагоняя,;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1637;Бальмонт К.Д.;м;К зиме;undefined;поэзия;1905;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1638;Медведев Л.;м;Первый снежок;undefined;поэзия;undefined;стихотворение;да;нет;Вьется первый снежок;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1639;Пушкин А.С.;м;Зимнее утро;undefined;поэзия;1829;стихотворение;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1640;Фет А.А.;м;Береза;undefined;поэзия;1842;стихотворение;да;нет;Печальная береза У моего окна;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1641;Пушкин А.С.;м;Капитанская дочка;Буран;проза;1836;повесть;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1642;Ушинский К.Д.;м;Зима;undefined;поэзия;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1643;Некрасов Н.А.;м;Мороз Красный нос;Мороз-воевода;поэзия;1863;поэма;нет;нет;Не ветер бушует над бором;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1644;Белоусов И.А.;м;Зимою;undefined;поэзия;undefined;undefined;undefined;undefined;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1645;Пушкин А.С.;м;Бесы;undefined;поэзия;1826;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1646;Гоголь Н.В.;м;Ночь перед Рождеством;Коляда;проза;1832;повесть;нет;нет;Последний день перед Рождеством прошел;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1647;Толстой Л.Н.;м;Русак;undefined;проза;1875;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1648;Суриков И.З.;м;Часовой;undefined;поэзия;1863;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1649;Крылов И.А.;м;Два мужика;undefined;поэзия;1825;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1650;Аксаков С.Т.;м;Катанье с горы;undefined;проза;undefined;undefined;undefined;нет;Наконец переломилась жестокая зима;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1651;Тютчев Ф.И.;м;Зима недаром злится;undefined;поэзия;1836;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
